global_compound_id,source,source_compound_id,source_smiles,source_name,canonical_smiles,standard_inchikey,structure_parse_status
CMP_G001853,S9_PCPD,500,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1C=C[C@@]23C=C(C(=O)O3)CO)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,iridoid,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C=C[C@@]21C=C(CO)C(=O)O1,XFIOZCMKPNZOII-RJMCEWFISA-N,ok
CMP_G001854,S3_P450Rdb,1342,FC1=CC=C(SC)C=C1,4-Fluorophenyl methyl sulfide,CSc1ccc(F)cc1,XFUMHENRNCUHOH-UHFFFAOYSA-N,ok
CMP_G001854,S3_P450Rdb,493,CSC1=CC=C(C=C1)F,4-Fluorophenyl methyl sulfide,CSc1ccc(F)cc1,XFUMHENRNCUHOH-UHFFFAOYSA-N,ok
CMP_G001855,S3_P450Rdb,852,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O,2-hydroxy-3-(1H-indol-3-yl)propanoic acid,O=C(O)C(O)Cc1c[nH]c2ccccc12,XGILAAMKEQUXLS-UHFFFAOYSA-N,ok
CMP_G001856,S2_ESIBank,338,CC(C)[C@@H](C)C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,CC(C)[C@@H](C)C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,XGIZPVUTLMXXTK-AGHAXPQUSA-N,ok
CMP_G001857,S3_P450Rdb,594,CC(C)C(C)CC(C(C)C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C)O,"(22S,24R)-22-hydroxy-5alpha-ergostan-3-one",CC(C)C(C)CC(O)C(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,XGIZPVUTLMXXTK-UHFFFAOYSA-N,ok
CMP_G001858,S3_P450Rdb,1393,C[C@H](C[C@@H]([C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CCC(=O)C4)C)C)O)C(C)C,22(S)-Hydroxy-5Alpha-Campestan-3-One,CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,XGIZPVUTLMXXTK-VNSZYHACSA-N,ok
CMP_G001858,S8_PlantP450DB,255,C[C@H](C[C@@H]([C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CCC(=O)C4)C)C)O)C(C)C,"(22S,24R)-22-hydroxy-5alpha-ergostan-3-one",CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,XGIZPVUTLMXXTK-VNSZYHACSA-N,ok
CMP_G001859,S3_P450Rdb,825,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=O)CC[C@]34CO,"19-Hydroxyandrost-4-Ene-3,17-Dione",C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CO)[C@@H]1CCC2=O,XGUHPTGEXRHMQQ-BGJMDTOESA-N,ok
CMP_G001860,S3_P450Rdb,23,O=C(O)C(N)CC1=CC=C2OCOC2=C1,"(alphaR)-alpha-Amino-1,3-benzodioxole-2,2-d2-5-propanoic acid",NC(Cc1ccc2c(c1)OCO2)C(=O)O,XHBLRJRZRFZSGW-UHFFFAOYSA-N,ok
CMP_G001861,S3_P450Rdb,1453,[H][C@@]1([C@](C)2[C@]([H])(CCC1=C)[C@](CO)(CCC2)C)CC/C(/C=O)=C/CO,"ent-labda-8(17),13-dien-15,19-diol-16-enal",C=C1CC[C@@H]2[C@](C)(CO)CCC[C@@]2(C)[C@@H]1CC/C(C=O)=C/CO,XHEQGRCTVBIKHQ-MBLHVHFBSA-N,ok
CMP_G001862,S3_P450Rdb,924,CN1C=C(C2=C1C=C(C=C2)Br)CC(C(=O)O)N,2-amino-3-(6-bromo-1-methylindol-3-yl)propanoic acid,Cn1cc(CC(N)C(=O)O)c2ccc(Br)cc21,XHKVSCKKCLNCCG-UHFFFAOYSA-N,ok
CMP_G001863,S2_ESIBank,214,COc1cccc(C(=O)[O-])c1,,COc1cccc(C(=O)[O-])c1,XHQZJYCNDZAGLW-UHFFFAOYSA-M,ok
CMP_G001864,S1_RCSB,164,COc1cccc(C(=O)O)c1,,COc1cccc(C(=O)O)c1,XHQZJYCNDZAGLW-UHFFFAOYSA-N,ok
CMP_G001864,S3_P450Rdb,62,COC1=CC=CC(=C1)C(=O)O,3-Methoxybenzoic Acid,COc1cccc(C(=O)O)c1,XHQZJYCNDZAGLW-UHFFFAOYSA-N,ok
CMP_G001864,S9_PCPD,132,COC1=CC=CC(=C1)C(=O)O,3-Methoxybenzoic Acid,COc1cccc(C(=O)O)c1,XHQZJYCNDZAGLW-UHFFFAOYSA-N,ok
CMP_G001865,S3_P450Rdb,593,CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4C3(CCCC4)C)C,a C27-steroid,CC(C)CCCC(C)C1CCC2C3CCC4CCCCC4(C)C3CCC12C,XIIAYQZJNBULGD-UHFFFAOYSA-N,ok
CMP_G001866,S3_P450Rdb,324,O=C(O)C(N)CC=1C=2C=CC=C(F)C2N(C1C)C,"Tryptophan, 7-fluoro-2,1-dimethyl- (ACI)",Cc1c(CC(N)C(=O)O)c2cccc(F)c2n1C,XIOBWHXFTZVAQD-UHFFFAOYSA-N,ok
CMP_G001867,S3_P450Rdb,259,O=C(O)C(N)CC=1C=2C(Cl)=CC=CC2N(C1C)C,"Tryptophan, 4-chloro-2,1-dimethyl- (ACI)",Cc1c(CC(N)C(=O)O)c2c(Cl)cccc2n1C,XIWZYKLIOCPTLC-UHFFFAOYSA-N,ok
CMP_G001868,S3_P450Rdb,1020,O=CC(N)CC=1C=2C=C(OC)C=CC2N(C1C)C,"alpha-Amino-5-methoxy-1,2-dimethyl-1H-indole-3-propanal",COc1ccc2c(c1)c(CC(N)C=O)c(C)n2C,XJHFAQFWEIQWES-UHFFFAOYSA-N,ok
CMP_G001869,S3_P450Rdb,929,CN1C=C(C2=C1C=CC(=C2)OC)CC(C(=O)O)N,5-Methoxy-1-Methyl-tryptophan,COc1ccc2c(c1)c(CC(N)C(=O)O)cn2C,XJLAZLPGSYLMBA-UHFFFAOYSA-N,ok
CMP_G001870,S2_ESIBank,135,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C,,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C,XJLZCPIILZRCPS-ANMPWZFDSA-N,ok
CMP_G001870,S3_P450Rdb,549,C[C@H](CCC(=C)C(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C,Eburicol,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C,XJLZCPIILZRCPS-ANMPWZFDSA-N,ok
CMP_G001870,S9_PCPD,116,C[C@H](CCC(=C)C(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C,eburicol,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C,XJLZCPIILZRCPS-ANMPWZFDSA-N,ok
CMP_G001871,S2_ESIBank,276,C=C(CC[C@@H](C)[C@H]1CC[C@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C,,C=C(CC[C@@H](C)[C@H]1CC[C@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C,XJLZCPIILZRCPS-VAPIERHISA-N,ok
CMP_G001872,S3_P450Rdb,1219,CC1=CC2C(CC3=CNC4=CC=CC2=C34)N(C1)C,Agroclavin,CC1=CC2c3cccc4[nH]cc(c34)CC2N(C)C1,XJOOMMHNYOJWCZ-UHFFFAOYSA-N,ok
CMP_G001872,S3_P450Rdb,481,C=1C=C2NC=C3C2=C(C1)C4C=C(C)CN(C)C4C3,Agroclavin,CC1=CC2c3cccc4[nH]cc(c34)CC2N(C)C1,XJOOMMHNYOJWCZ-UHFFFAOYSA-N,ok
CMP_G001873,S9_PCPD,183,CC1=C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)C,agroclavine,CC1=C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,XJOOMMHNYOJWCZ-UKRRQHHQSA-N,ok
CMP_G001874,S3_P450Rdb,1046,C[C@H](CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C)CO,"(25R)-5Beta-Cholestane-3Alpha,7Alpha,12Alpha,26-Tetrol",C[C@@H](CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,XJZGNVBLVFOSKJ-IUFSEJPUSA-N,ok
CMP_G001874,S9_PCPD,267,C[C@H](CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C)CO,"(25R)-5Beta-Cholestane-3Alpha,7Alpha,12Alpha,26-Tetrol",C[C@@H](CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,XJZGNVBLVFOSKJ-IUFSEJPUSA-N,ok
CMP_G001875,S3_P450Rdb,733,C1=C(C=C(C=C1Cl)Cl)Cl,"1,3,5-Trichlorobenzene",Clc1cc(Cl)cc(Cl)c1,XKEFYDZQGKAQCN-UHFFFAOYSA-N,ok
CMP_G001876,S2_ESIBank,316,COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1,,COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1,XKHHKXCBFHUOHM-UHFFFAOYSA-N,ok
CMP_G001876,S8_PlantP450DB,156,COC1=CC(=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O,2'-hydroxyformononetin,COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1,XKHHKXCBFHUOHM-UHFFFAOYSA-N,ok
CMP_G001877,S3_P450Rdb,243,O=C(O)C(N)CC=1C2=CC(=CC=C2NC1C)C=3C=CC=CC3,2-Methyl-5-phenyltryptophan,Cc1[nH]c2ccc(-c3ccccc3)cc2c1CC(N)C(=O)O,XKHKOHLLOFXXSB-UHFFFAOYSA-N,ok
CMP_G001878,S8_PlantP450DB,103,CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC,linuron,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,XKJMBINCVNINCA-UHFFFAOYSA-N,ok
CMP_G001878,S9_PCPD,404,CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC,linuron,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,XKJMBINCVNINCA-UHFFFAOYSA-N,ok
CMP_G001879,S3_P450Rdb,901,CCC(C)CCCCCCCCCCC(=O)O,Anteisopentadecanoic acid,CCC(C)CCCCCCCCCCC(=O)O,XKLJLHAPJBUBNL-UHFFFAOYSA-N,ok
CMP_G001880,S3_P450Rdb,1436,CC1(CCC[C@@]2([C@@H]1CC[C@]34[C@H]2C[C@H](CC3)C(=C)C4)C=O)C,"(1R,4R,9S,10R,12S)-5,5-dimethyl-13-methylidenetetracyclo[10.2.2.01,10.04,9]hexadecane-9-carbaldehyde",C=C1C[C@]23CC[C@H]1C[C@H]2[C@]1(C=O)CCCC(C)(C)[C@H]1CC3,XMAJFOROQFKCCD-PNDFQMOFSA-N,ok
CMP_G001881,S2_ESIBank,379,C=C(C)[C@H]1CC=C(C)CC1,,C=C(C)[C@H]1CC=C(C)CC1,XMGQYMWWDOXHJM-JTQLQIEISA-N,ok
CMP_G001881,S3_P450Rdb,829,CC1=CC[C@@H](CC1)C(=C)C,(4R)-Limonene,C=C(C)[C@H]1CC=C(C)CC1,XMGQYMWWDOXHJM-JTQLQIEISA-N,ok
CMP_G001881,S9_PCPD,281,CC1=CC[C@@H](CC1)C(=C)C,(4R)-Limonene,C=C(C)[C@H]1CC=C(C)CC1,XMGQYMWWDOXHJM-JTQLQIEISA-N,ok
CMP_G001882,S2_ESIBank,233,C=C(C)[C@@H]1CC=C(C)CC1,,C=C(C)[C@@H]1CC=C(C)CC1,XMGQYMWWDOXHJM-SNVBAGLBSA-N,ok
CMP_G001882,S3_P450Rdb,830,CC1=CC[C@H](CC1)C(=C)C,(4S)-Limonene,C=C(C)[C@@H]1CC=C(C)CC1,XMGQYMWWDOXHJM-SNVBAGLBSA-N,ok
CMP_G001882,S8_PlantP450DB,30,CC1=CC[C@H](CC1)C(=C)C,(-)-limonene,C=C(C)[C@@H]1CC=C(C)CC1,XMGQYMWWDOXHJM-SNVBAGLBSA-N,ok
CMP_G001882,S9_PCPD,279,CC1=CC[C@H](CC1)C(=C)C,(4S)-Limonene,C=C(C)[C@@H]1CC=C(C)CC1,XMGQYMWWDOXHJM-SNVBAGLBSA-N,ok
CMP_G001883,S3_P450Rdb,1276,CC1=CCC(CC1)C(=C)C,Limonene,C=C(C)C1CC=C(C)CC1,XMGQYMWWDOXHJM-UHFFFAOYSA-N,ok
CMP_G001883,S8_PlantP450DB,24,CC1=CCC(CC1)C(=C)C,(-)-4S-limonene,C=C(C)C1CC=C(C)CC1,XMGQYMWWDOXHJM-UHFFFAOYSA-N,ok
CMP_G001883,S9_PCPD,60,CC1=CCC(CC1)C(=C)C,Limonene,C=C(C)C1CC=C(C)CC1,XMGQYMWWDOXHJM-UHFFFAOYSA-N,ok
CMP_G001884,S3_P450Rdb,1087,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)[O-],Hexacosanoate,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)[O-],XMHIUKTWLZUKEX-UHFFFAOYSA-M,ok
CMP_G001884,S9_PCPD,329,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)[O-],Hexacosanoate,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)[O-],XMHIUKTWLZUKEX-UHFFFAOYSA-M,ok
CMP_G001885,S3_P450Rdb,923,CN1C=C(C2=C1C(=CC=C2)OC)CC(C(=O)O)N,2-amino-3-(7-methoxy-1-methylindol-3-yl)propanoic acid,COc1cccc2c(CC(N)C(=O)O)cn(C)c12,XMLLUVYFFXKNFO-UHFFFAOYSA-N,ok
CMP_G001886,S8_PlantP450DB,51,CC/C=C\CC1=C(CCC1=O)C,jasmone,CC/C=C\CC1=C(C)CCC1=O,XMLSXPIVAXONDL-PLNGDYQASA-N,ok
CMP_G001887,S8_PlantP450DB,145,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(=O)OC)OC,bensulfuron-methyl,COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,XMQFTWRPUQYINF-UHFFFAOYSA-N,ok
CMP_G001888,S2_ESIBank,70,C=C(C)[C@H]1C/C=C(\C)CC/C=C(\C)CC1,,C=C(C)[C@H]1C/C=C(\C)CC/C=C(\C)CC1,XMRKUJJDDKYUHV-DFSVIBJJSA-N,ok
CMP_G001888,S3_P450Rdb,508,C/C/1=C\CC/C(=C/C[C@@H](CC1)C(=C)C)/C,(+)-(R)-Germacrene A,C=C(C)[C@H]1C/C=C(\C)CC/C=C(\C)CC1,XMRKUJJDDKYUHV-DFSVIBJJSA-N,ok
CMP_G001888,S9_PCPD,417,C/C/1=C\CC/C(=C/C[C@@H](CC1)C(=C)C)/C,(+)-(R)-germacrene A,C=C(C)[C@H]1C/C=C(\C)CC/C=C(\C)CC1,XMRKUJJDDKYUHV-DFSVIBJJSA-N,ok
CMP_G001889,S3_P450Rdb,174,C/C/1=C\CC/C(=C/CC(CC1)C(=C)C)/C,Germacrene A,C=C(C)C1C/C=C(\C)CC/C=C(\C)CC1,XMRKUJJDDKYUHV-SJRHNVSNSA-N,ok
CMP_G001889,S8_PlantP450DB,55,C/C/1=C\CC/C(=C/CC(CC1)C(=C)C)/C,germacrene A,C=C(C)C1C/C=C(\C)CC/C=C(\C)CC1,XMRKUJJDDKYUHV-SJRHNVSNSA-N,ok
CMP_G001889,S9_PCPD,416,C/C/1=C\CC/C(=C/CC(CC1)C(=C)C)/C,germacrene A,C=C(C)C1C/C=C(\C)CC/C=C(\C)CC1,XMRKUJJDDKYUHV-SJRHNVSNSA-N,ok
CMP_G001890,S3_P450Rdb,509,CC1=CCCC(=CCC(CC1)C(=C)C)C,(+)-(R)-germacrene A,C=C(C)C1CC=C(C)CCC=C(C)CC1,XMRKUJJDDKYUHV-UHFFFAOYSA-N,ok
CMP_G001891,S3_P450Rdb,517,C/C1/CC[C@@H](C/C=C(/C)\CC\C=1)C(=C)C,Germacrene A,C=C(C)[C@@H]1C/C=C(/C)CC/C=C(/C)CC1,XMRKUJJDDKYUHV-ZCGSDFCLSA-N,ok
CMP_G001892,S2_ESIBank,177,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,XMRPGKVKISIQBV-BJMCWZGWSA-N,ok
CMP_G001893,S9_PCPD,406,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,ok
CMP_G001894,S2_ESIBank,362,N#CC(SC[C@H](N)C(=O)O)c1c[nH]c2ccccc12,,N#CC(SC[C@H](N)C(=O)O)c1c[nH]c2ccccc12,XNBDZHNCVGUXMR-NUHJPDEHSA-N,ok
CMP_G001894,S3_P450Rdb,1415,C1=CC=C2C(=C1)C(=CN2)C(C#N)SC[C@@H](C(=O)[O-])[NH3+],2-(L-Cystein-S-Yl)-2-(1H-Indol-3-Yl)-Acetonitrile,N#CC(SC[C@H]([NH3+])C(=O)[O-])c1c[nH]c2ccccc12,XNBDZHNCVGUXMR-NUHJPDEHSA-N,ok
CMP_G001895,S3_P450Rdb,881,CC1=C2C(=CC=C1)C(=CN2C)CC(C(=O)O)N,"2-amino-3-(1,7-dimethylindol-3-yl)propanoic acid",Cc1cccc2c(CC(N)C(=O)O)cn(C)c12,XNENPOKDJUEPEV-UHFFFAOYSA-N,ok
CMP_G001896,S3_P450Rdb,1398,C1=C(C=C(C2=C1C(=O)C(=O)C=C2O)O)O,Flaviolin,O=C1C=C(O)c2c(O)cc(O)cc2C1=O,XNPCAGMCQDGQKK-UHFFFAOYSA-N,ok
CMP_G001897,S3_P450Rdb,469,CC(=CCC1=C(C2=C(N1)C=C(C=C2)OC)C[C@H]3C(=O)N4CCC[C@H]4C(=O)N3)C,Tryprostatin A,COc1ccc2c(C[C@@H]3NC(=O)[C@@H]4CCCN4C3=O)c(CC=C(C)C)[nH]c2c1,XNRPVPHNDQHWLJ-PMACEKPBSA-N,ok
CMP_G001897,S9_PCPD,96,CC(=CCC1=C(C2=C(N1)C=C(C=C2)OC)C[C@H]3C(=O)N4CCC[C@H]4C(=O)N3)C,tryprostatin A,COc1ccc2c(C[C@@H]3NC(=O)[C@@H]4CCCN4C3=O)c(CC=C(C)C)[nH]c2c1,XNRPVPHNDQHWLJ-PMACEKPBSA-N,ok
CMP_G001898,S3_P450Rdb,1244,CC(=CCC1=C(C2=C(N1)C=C(C=C2)OC)CC3C(=O)N4CCCC4C(=O)N3)C,tryprostatin A,COc1ccc2c(CC3NC(=O)C4CCCN4C3=O)c(CC=C(C)C)[nH]c2c1,XNRPVPHNDQHWLJ-UHFFFAOYSA-N,ok
CMP_G001899,S8_PlantP450DB,163,C1=CC(=C(C=C1C(=O)C2=C(C=C(C=C2O)O)O)O)O,"2,3',4,4',6-pentahydroxybenzophenone (2,3',4,4',6-pentaHB, maclurin)",O=C(c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O,XNWPXDGRBWJIES-UHFFFAOYSA-N,ok
CMP_G001899,S9_PCPD,524,C1=CC(=C(C=C1C(=O)C2=C(C=C(C=C2O)O)O)O)O,"2,3',4,4',6-pentahydroxybenzophenone",O=C(c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O,XNWPXDGRBWJIES-UHFFFAOYSA-N,ok
CMP_G001900,S9_PCPD,274,C1=CC=C(C=C1)COC2=CC3=C(C=C2)N=C4C=CC(=O)C=C4O3,7-benzyloxyresorufin,O=c1ccc2nc3ccc(OCc4ccccc4)cc3oc-2c1,XNZRYTITWLGTJS-UHFFFAOYSA-N,ok
CMP_G001901,S9_PCPD,166,CC(=C)[C@@H]1[C@@H](C=C2[C@@H](O1)CC[C@]3([C@]2(CC[C@@H]4[C@@]3(C5=C6[C@H]4OC([C@H]7C[C@H]8[C@@H]7C9=C(CC8=C)C=CC(=C96)N5)(C)C)C)O)C)O,penitrem D,C=C1Cc2ccc3[nH]c4c5c3c2[C@H]2[C@@H]1C[C@@H]2C(C)(C)O[C@H]5[C@@H]1CC[C@@]2(O)C3=C[C@@H](O)[C@@H](C(=C)C)O[C@H]3CC[C@]2(C)[C@@]41C,XOASTWITKYDKAJ-PPQPEBMASA-N,ok
CMP_G001902,S9_PCPD,101,CC(=CCC[C@]1([C@@H]2CC[C@H]3CC4=C([C@@]3([C@]2(CC[C@@H]1O)C)C)NC5=CC=CC=C45)C)C,emindole SB,CC(C)=CCC[C@]1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@H]1Cc3c([nH]c4ccccc34)[C@@]12C,XOLHQUYGSUGTQA-DFGZTGKASA-N,ok
CMP_G001903,S1_RCSB,214,C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC1,,C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC1,XOZIUKBZLSUILX-GIQCAXHBSA-N,ok
CMP_G001903,S3_P450Rdb,1411,C[C@H]1CCC/C(=C\C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C2=CSC(=N2)C)/C)/C,Epothilone D,C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC1,XOZIUKBZLSUILX-GIQCAXHBSA-N,ok
CMP_G001904,S3_P450Rdb,250,O=C(O)C(N)CC=1C=2C(=CC=CC2N(C1C)C)C=3C=CC=CC3,"Tryptophan, 2,1-dimethyl-4-phenyl- (ACI)",Cc1c(CC(N)C(=O)O)c2c(-c3ccccc3)cccc2n1C,XQDDDYXBDNPEIC-UHFFFAOYSA-N,ok
CMP_G001905,S3_P450Rdb,139,CC(C)C1CCC2C1(CCC3(C2(CCC4C3=CCC5C4(CC(C(C5(C)C(=O)[O-])O)O)C)C)C)C,"2alpha-hydroxyl, 4beta-carboxyl motiol",CC(C)C1CCC2C1(C)CCC1(C)C3=CCC4C(C)(CC(O)C(O)C4(C)C(=O)[O-])C3CCC21C,XQMZDRVRGJBBML-UHFFFAOYSA-M,ok
CMP_G001906,S3_P450Rdb,1264,O=C1N2[C@@](C(=O)N[C@@H](CCCCCC([C@@H](C)O)=O)C(=O)N[C@](CC)(C)C(=O)N[C@H]1CC3=CC=CC=C3)(CCC2)[H],p-Deoxy-AS 1429716,CC[C@]1(C)NC(=O)[C@H](CCCCCC(=O)[C@@H](C)O)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,XQURZRWZWZDDKH-XLSSLVJHSA-N,ok
CMP_G001907,S1_RCSB,17,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,XQYZDYMELSJDRZ-UHFFFAOYSA-N,ok
CMP_G001907,S3_P450Rdb,1061,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,"1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxyisoquinoline",COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,XQYZDYMELSJDRZ-UHFFFAOYSA-N,ok
CMP_G001908,S3_P450Rdb,824,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=O)CC[C@]34C=O,"19-Oxo-Androst-4-Ene-3,17-Dione",C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C=O)[C@@H]1CCC2=O,XRCFMDPVHKVRDJ-BGJMDTOESA-N,ok
CMP_G001909,S1_RCSB,184,O=C(O)c1ccc(Cl)cc1,,O=C(O)c1ccc(Cl)cc1,XRHGYUZYPHTUJZ-UHFFFAOYSA-N,ok
CMP_G001910,S2_ESIBank,355,C[C@@H]1CCCC(C)(C)[C@]1(O)/C=C/C=C\C(=O)O,,C[C@@H]1CCCC(C)(C)[C@]1(O)/C=C/C=C\C(=O)O,XRNXMVZXLFUIQI-KGVNQSSRSA-N,ok
CMP_G001911,S2_ESIBank,351,C[C@H]1CCCC(C)(C)[C@@]1(O)/C=C/C=C\C(=O)O,,C[C@H]1CCCC(C)(C)[C@@]1(O)/C=C/C=C\C(=O)O,XRNXMVZXLFUIQI-RPMWBOEFSA-N,ok
CMP_G001912,S3_P450Rdb,282,O=C(O)C(N)CC=1C=2C=C(O)C=CC2N(C1C)C,"Tryptophan, 5-hydroxy-2,1-dimethyl- (ACI)",Cc1c(CC(N)C(=O)O)c2cc(O)ccc2n1C,XRPOWBIIMNMNBB-UHFFFAOYSA-N,ok
CMP_G001913,S3_P450Rdb,795,CCOP(=S)(OCC)SCS(=O)CC,Phorate sulfoxide,CCOP(=S)(OCC)SCS(=O)CC,XRQHTUDGPWMPKX-UHFFFAOYSA-N,ok
CMP_G001914,S3_P450Rdb,741,CC(C)(C)OC(=O)N1C2CCC1CC2,"1,1-Dimethylethyl 7-azabicyclo[2.2.1]heptane-7-carboxylate",CC(C)(C)OC(=O)N1C2CCC1CC2,XRWOTBAFKAGTRM-UHFFFAOYSA-N,ok
CMP_G001915,S9_PCPD,471,C/C=C/1\[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)O,oleoside methyl ester,C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)O,XSCVKBFEPYGZSL-JYVCFIOWSA-N,ok
