exp,label,unit_cn,group_id,split,n_enzymes,n_samples,n_positive
EXP007,NN80,NN80组件,nn80_comp_0047,test,3,154,19
EXP007,NN80,NN80组件,nn80_comp_0048,test,3,149,18
EXP007,NN80,NN80组件,nn80_comp_0049,val,3,86,6
EXP007,NN80,NN80组件,nn80_comp_0050,val,3,75,5
EXP007,NN80,NN80组件,nn80_comp_0051,val,3,91,9
EXP007,NN80,NN80组件,nn80_comp_0052,val,3,79,7
EXP007,NN80,NN80组件,nn80_comp_0053,val,3,142,17
EXP007,NN80,NN80组件,nn80_comp_0054,val,3,79,9
EXP007,NN80,NN80组件,nn80_comp_0055,val,3,121,14
EXP007,NN80,NN80组件,nn80_comp_0056,train,3,63,3
EXP007,NN80,NN80组件,nn80_comp_0057,val,3,72,6
EXP007,NN80,NN80组件,nn80_comp_0058,train,3,53,3
EXP007,NN80,NN80组件,nn80_comp_0059,train,3,57,3
EXP007,NN80,NN80组件,nn80_comp_0060,val,3,94,9
EXP007,NN80,NN80组件,nn80_comp_0061,val,3,112,11
EXP007,NN80,NN80组件,nn80_comp_0062,val,3,111,11
EXP007,NN80,NN80组件,nn80_comp_0063,train,3,62,3
EXP007,NN80,NN80组件,nn80_comp_0064,train,3,65,3
EXP007,NN80,NN80组件,nn80_comp_0065,val,3,82,7
EXP007,NN80,NN80组件,nn80_comp_0066,test,3,103,6
EXP007,NN80,NN80组件,nn80_comp_0067,val,3,56,0
EXP007,NN80,NN80组件,nn80_comp_0068,val,3,73,7
EXP007,NN80,NN80组件,nn80_comp_0069,val,3,118,12
EXP007,NN80,NN80组件,nn80_comp_0070,val,3,70,4
EXP007,NN80,NN80组件,nn80_comp_0071,val,3,94,9
EXP007,NN80,NN80组件,nn80_comp_0072,val,3,77,4
EXP007,NN80,NN80组件,nn80_comp_0073,test,3,66,3
EXP007,NN80,NN80组件,nn80_comp_0074,train,3,61,3
EXP007,NN80,NN80组件,nn80_comp_0075,train,3,64,5
EXP007,NN80,NN80组件,nn80_comp_0076,test,3,171,22
EXP007,NN80,NN80组件,nn80_comp_0077,test,3,161,20
EXP007,NN80,NN80组件,nn80_comp_0078,test,3,320,45
EXP007,NN80,NN80组件,nn80_comp_0079,val,3,115,12
EXP007,NN80,NN80组件,nn80_comp_0080,val,3,133,14
EXP007,NN80,NN80组件,nn80_comp_0081,val,3,126,13
EXP007,NN80,NN80组件,nn80_comp_0082,val,3,60,1
EXP007,NN80,NN80组件,nn80_comp_0083,val,3,76,4
EXP007,NN80,NN80组件,nn80_comp_0084,val,3,92,8
EXP007,NN80,NN80组件,nn80_comp_0085,val,3,105,10
EXP007,NN80,NN80组件,nn80_comp_0086,train,3,65,3
EXP007,NN80,NN80组件,nn80_comp_0087,val,3,115,11
EXP007,NN80,NN80组件,nn80_comp_0088,test,3,158,17
EXP007,NN80,NN80组件,nn80_comp_0089,val,3,142,16
EXP007,NN80,NN80组件,nn80_comp_0090,val,3,70,4
EXP007,NN80,NN80组件,nn80_comp_0091,val,3,120,13
EXP007,NN80,NN80组件,nn80_comp_0092,test,3,151,19
EXP007,NN80,NN80组件,nn80_comp_0093,val,3,92,10
EXP007,NN80,NN80组件,nn80_comp_0094,val,2,81,9
EXP007,NN80,NN80组件,nn80_comp_0095,train,2,42,2
EXP007,NN80,NN80组件,nn80_comp_0096,train,2,33,2
EXP007,NN80,NN80组件,nn80_comp_0097,train,2,41,2
EXP007,NN80,NN80组件,nn80_comp_0098,val,2,94,11
EXP007,NN80,NN80组件,nn80_comp_0099,val,2,116,13
EXP007,NN80,NN80组件,nn80_comp_0100,train,2,48,3
EXP007,NN80,NN80组件,nn80_comp_0101,train,2,51,2
EXP007,NN80,NN80组件,nn80_comp_0102,train,2,63,5
EXP007,NN80,NN80组件,nn80_comp_0103,val,2,40,1
EXP007,NN80,NN80组件,nn80_comp_0104,train,2,47,4
EXP007,NN80,NN80组件,nn80_comp_0105,train,2,52,3
EXP007,NN80,NN80组件,nn80_comp_0106,val,2,115,14
EXP007,NN80,NN80组件,nn80_comp_0107,train,2,36,2
EXP007,NN80,NN80组件,nn80_comp_0108,train,2,49,5
EXP007,NN80,NN80组件,nn80_comp_0109,train,2,57,4
EXP007,NN80,NN80组件,nn80_comp_0110,train,2,49,4
EXP007,NN80,NN80组件,nn80_comp_0111,train,2,66,7
EXP007,NN80,NN80组件,nn80_comp_0112,val,2,76,8
EXP007,NN80,NN80组件,nn80_comp_0113,train,2,65,4
EXP007,NN80,NN80组件,nn80_comp_0114,train,2,53,4
EXP007,NN80,NN80组件,nn80_comp_0115,train,2,41,2
EXP007,NN80,NN80组件,nn80_comp_0116,train,2,42,2
EXP007,NN80,NN80组件,nn80_comp_0117,train,2,46,2
EXP007,NN80,NN80组件,nn80_comp_0118,train,2,47,3
EXP007,NN80,NN80组件,nn80_comp_0119,train,2,54,3
EXP007,NN80,NN80组件,nn80_comp_0120,test,2,932,148
EXP007,NN80,NN80组件,nn80_comp_0121,train,2,44,4
EXP007,NN80,NN80组件,nn80_comp_0122,train,2,30,2
EXP007,NN80,NN80组件,nn80_comp_0123,train,2,59,3
EXP007,NN80,NN80组件,nn80_comp_0124,train,2,32,2
EXP007,NN80,NN80组件,nn80_comp_0125,train,2,37,2
EXP007,NN80,NN80组件,nn80_comp_0126,train,2,41,2
EXP007,NN80,NN80组件,nn80_comp_0127,train,2,50,4
EXP007,NN80,NN80组件,nn80_comp_0128,train,2,42,2
EXP007,NN80,NN80组件,nn80_comp_0129,train,2,44,3
EXP007,NN80,NN80组件,nn80_comp_0130,train,2,49,4
EXP007,NN80,NN80组件,nn80_comp_0131,train,2,33,2
EXP007,NN80,NN80组件,nn80_comp_0132,val,2,68,7
EXP007,NN80,NN80组件,nn80_comp_0133,train,2,27,2
EXP007,NN80,NN80组件,nn80_comp_0134,val,2,92,11
EXP007,NN80,NN80组件,nn80_comp_0135,val,2,97,13
EXP007,NN80,NN80组件,nn80_comp_0136,train,2,34,2
EXP007,NN80,NN80组件,nn80_comp_0137,train,2,46,2
EXP007,NN80,NN80组件,nn80_comp_0138,val,2,89,10
EXP007,NN80,NN80组件,nn80_comp_0139,train,2,38,3
EXP007,NN80,NN80组件,nn80_comp_0140,train,2,45,5
EXP007,NN80,NN80组件,nn80_comp_0141,train,2,52,2
EXP007,NN80,NN80组件,nn80_comp_0142,train,2,35,2
EXP007,NN80,NN80组件,nn80_comp_0143,train,2,43,3
EXP007,NN80,NN80组件,nn80_comp_0144,train,2,44,2
EXP007,NN80,NN80组件,nn80_comp_0145,train,2,52,4
EXP007,NN80,NN80组件,nn80_comp_0146,val,2,72,7
EXP007,NN80,NN80组件,nn80_comp_0147,train,2,40,2
EXP007,NN80,NN80组件,nn80_comp_0148,train,2,40,3
EXP007,NN80,NN80组件,nn80_comp_0149,train,2,48,4
EXP007,NN80,NN80组件,nn80_comp_0150,val,2,41,1
EXP007,NN80,NN80组件,nn80_comp_0151,train,2,42,2
EXP007,NN80,NN80组件,nn80_comp_0152,train,2,39,2
EXP007,NN80,NN80组件,nn80_comp_0153,train,2,48,4
EXP007,NN80,NN80组件,nn80_comp_0154,val,2,82,10
EXP007,NN80,NN80组件,nn80_comp_0155,train,2,67,8
EXP007,NN80,NN80组件,nn80_comp_0156,train,2,36,2
EXP007,NN80,NN80组件,nn80_comp_0157,train,2,49,2
EXP007,NN80,NN80组件,nn80_comp_0158,train,2,50,5
EXP007,NN80,NN80组件,nn80_comp_0159,train,2,50,3
EXP007,NN80,NN80组件,nn80_comp_0160,val,2,84,8
EXP007,NN80,NN80组件,nn80_comp_0161,train,2,51,4
EXP007,NN80,NN80组件,nn80_comp_0162,val,2,74,7
EXP007,NN80,NN80组件,nn80_comp_0163,val,2,45,1
EXP007,NN80,NN80组件,nn80_comp_0164,train,2,67,9
EXP007,NN80,NN80组件,nn80_comp_0165,val,2,90,10
EXP007,NN80,NN80组件,nn80_comp_0166,train,2,43,3
EXP007,NN80,NN80组件,nn80_comp_0167,test,2,177,25
EXP007,NN80,NN80组件,nn80_comp_0168,val,2,87,10
EXP007,NN80,NN80组件,nn80_comp_0169,val,2,136,16
EXP007,NN80,NN80组件,nn80_comp_0170,val,2,75,7
EXP007,NN80,NN80组件,nn80_comp_0171,train,2,56,5
EXP007,NN80,NN80组件,nn80_comp_0172,train,2,36,2
EXP007,NN80,NN80组件,nn80_comp_0173,val,2,74,8
EXP007,NN80,NN80组件,nn80_comp_0174,val,2,86,11
EXP007,NN80,NN80组件,nn80_comp_0175,val,2,125,17
EXP007,NN80,NN80组件,nn80_comp_0176,val,2,97,11
EXP007,NN80,NN80组件,nn80_comp_0177,val,2,29,1
EXP007,NN80,NN80组件,nn80_comp_0178,train,2,43,2
EXP007,NN80,NN80组件,nn80_comp_0179,val,2,98,12
EXP007,NN80,NN80组件,nn80_comp_0180,train,2,58,6
EXP007,NN80,NN80组件,nn80_comp_0181,train,2,53,3
EXP007,NN80,NN80组件,nn80_comp_0182,val,2,35,0
EXP007,NN80,NN80组件,nn80_comp_0183,train,2,49,2
EXP007,NN80,NN80组件,nn80_comp_0184,train,2,51,3
EXP007,NN80,NN80组件,nn80_comp_0185,train,2,54,4
EXP007,NN80,NN80组件,nn80_comp_0186,train,2,45,2
EXP007,NN80,NN80组件,nn80_comp_0187,val,2,69,7
EXP007,NN80,NN80组件,nn80_comp_0188,train,2,47,2
EXP007,NN80,NN80组件,nn80_comp_0189,train,2,48,4
EXP007,NN80,NN80组件,nn80_comp_0190,train,2,45,2
EXP007,NN80,NN80组件,nn80_comp_0191,test,2,365,58
EXP007,NN80,NN80组件,nn80_comp_0192,train,2,48,3
EXP007,NN80,NN80组件,nn80_comp_0193,test,2,151,20
EXP007,NN80,NN80组件,nn80_comp_0194,train,2,50,4
EXP007,NN80,NN80组件,nn80_comp_0195,val,2,85,10
EXP007,NN80,NN80组件,nn80_comp_0196,val,2,80,8
EXP007,NN80,NN80组件,nn80_comp_0197,train,2,49,2
EXP007,NN80,NN80组件,nn80_comp_0198,val,2,69,7
EXP007,NN80,NN80组件,nn80_comp_0199,train,2,57,6
EXP007,NN80,NN80组件,nn80_comp_0200,train,2,45,4
EXP007,NN80,NN80组件,nn80_comp_0201,train,2,54,4
EXP007,NN80,NN80组件,nn80_comp_0202,train,2,37,2
EXP007,NN80,NN80组件,nn80_comp_0203,train,2,42,2
EXP007,NN80,NN80组件,nn80_comp_0204,train,2,38,3
EXP007,NN80,NN80组件,nn80_comp_0205,train,2,55,5
EXP007,NN80,NN80组件,nn80_comp_0206,train,2,61,6
EXP007,NN80,NN80组件,nn80_comp_0207,test,2,181,24
EXP007,NN80,NN80组件,nn80_comp_0208,train,2,37,2
EXP007,NN80,NN80组件,nn80_comp_0209,val,2,90,10
EXP007,NN80,NN80组件,nn80_comp_0210,train,2,43,2
EXP007,NN80,NN80组件,nn80_comp_0211,val,2,77,8
EXP007,NN80,NN80组件,nn80_comp_0212,train,2,37,2
EXP007,NN80,NN80组件,nn80_comp_0213,train,2,56,5
EXP007,NN80,NN80组件,nn80_comp_0214,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0215,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0216,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0217,test,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0218,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0219,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0220,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0221,val,1,104,16
EXP007,NN80,NN80组件,nn80_comp_0222,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0223,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0224,train,1,43,5
EXP007,NN80,NN80组件,nn80_comp_0225,train,1,26,3
EXP007,NN80,NN80组件,nn80_comp_0226,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0227,train,1,26,1
EXP007,NN80,NN80组件,nn80_comp_0228,train,1,42,4
EXP007,NN80,NN80组件,nn80_comp_0229,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0230,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0231,train,1,37,4
EXP007,NN80,NN80组件,nn80_comp_0232,test,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0233,train,1,34,4
EXP007,NN80,NN80组件,nn80_comp_0234,train,1,41,4
EXP007,NN80,NN80组件,nn80_comp_0235,train,1,40,4
EXP007,NN80,NN80组件,nn80_comp_0236,train,1,35,3
EXP007,NN80,NN80组件,nn80_comp_0237,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0238,train,1,25,1
EXP007,NN80,NN80组件,nn80_comp_0239,train,1,29,2
EXP007,NN80,NN80组件,nn80_comp_0240,train,1,31,3
EXP007,NN80,NN80组件,nn80_comp_0241,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0242,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0243,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0244,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0245,train,1,36,4
EXP007,NN80,NN80组件,nn80_comp_0246,train,1,41,4
EXP007,NN80,NN80组件,nn80_comp_0247,train,1,17,2
EXP007,NN80,NN80组件,nn80_comp_0248,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0249,train,1,25,2
EXP007,NN80,NN80组件,nn80_comp_0250,test,1,13,1
EXP007,NN80,NN80组件,nn80_comp_0251,train,1,25,1
EXP007,NN80,NN80组件,nn80_comp_0252,test,1,18,0
EXP007,NN80,NN80组件,nn80_comp_0253,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0254,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0255,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0256,train,1,28,2
EXP007,NN80,NN80组件,nn80_comp_0257,train,1,32,3
EXP007,NN80,NN80组件,nn80_comp_0258,test,1,12,0
EXP007,NN80,NN80组件,nn80_comp_0259,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0260,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0261,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0262,train,1,29,3
EXP007,NN80,NN80组件,nn80_comp_0263,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0264,train,1,28,1
EXP007,NN80,NN80组件,nn80_comp_0265,train,1,39,4
EXP007,NN80,NN80组件,nn80_comp_0266,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0267,test,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0268,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0269,train,1,19,2
EXP007,NN80,NN80组件,nn80_comp_0270,train,1,37,4
EXP007,NN80,NN80组件,nn80_comp_0271,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0272,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0273,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0274,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0275,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0276,train,1,48,6
EXP007,NN80,NN80组件,nn80_comp_0277,test,1,15,1
EXP007,NN80,NN80组件,nn80_comp_0278,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0279,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0280,train,1,37,4
EXP007,NN80,NN80组件,nn80_comp_0281,train,1,30,3
EXP007,NN80,NN80组件,nn80_comp_0282,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0283,train,1,46,4
EXP007,NN80,NN80组件,nn80_comp_0284,train,1,25,1
EXP007,NN80,NN80组件,nn80_comp_0285,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0286,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0287,train,1,32,2
EXP007,NN80,NN80组件,nn80_comp_0288,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0289,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0290,train,1,35,3
EXP007,NN80,NN80组件,nn80_comp_0291,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0292,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0293,train,1,19,2
EXP007,NN80,NN80组件,nn80_comp_0294,train,1,32,3
EXP007,NN80,NN80组件,nn80_comp_0295,train,1,36,4
EXP007,NN80,NN80组件,nn80_comp_0296,train,1,33,3
EXP007,NN80,NN80组件,nn80_comp_0297,train,1,44,5
EXP007,NN80,NN80组件,nn80_comp_0298,train,1,30,2
EXP007,NN80,NN80组件,nn80_comp_0299,train,1,21,2
EXP007,NN80,NN80组件,nn80_comp_0300,train,1,26,1
EXP007,NN80,NN80组件,nn80_comp_0301,train,1,32,3
EXP007,NN80,NN80组件,nn80_comp_0302,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0303,train,1,21,2
EXP007,NN80,NN80组件,nn80_comp_0304,train,1,12,1
EXP007,NN80,NN80组件,nn80_comp_0305,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0306,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0307,train,1,19,2
EXP007,NN80,NN80组件,nn80_comp_0308,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0309,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0310,test,1,14,1
EXP007,NN80,NN80组件,nn80_comp_0311,train,1,11,1
EXP007,NN80,NN80组件,nn80_comp_0312,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0313,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0314,train,1,32,3
EXP007,NN80,NN80组件,nn80_comp_0315,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0316,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0317,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0318,train,1,25,2
EXP007,NN80,NN80组件,nn80_comp_0319,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0320,train,1,25,2
EXP007,NN80,NN80组件,nn80_comp_0321,train,1,20,2
EXP007,NN80,NN80组件,nn80_comp_0322,train,1,27,1
EXP007,NN80,NN80组件,nn80_comp_0323,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0324,train,1,25,1
EXP007,NN80,NN80组件,nn80_comp_0325,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0326,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0327,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0328,train,1,3,1
EXP007,NN80,NN80组件,nn80_comp_0329,train,1,29,3
EXP007,NN80,NN80组件,nn80_comp_0330,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0331,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0332,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0333,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0334,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0335,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0336,train,1,30,3
EXP007,NN80,NN80组件,nn80_comp_0337,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0338,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0339,train,1,25,2
EXP007,NN80,NN80组件,nn80_comp_0340,train,1,25,2
EXP007,NN80,NN80组件,nn80_comp_0341,train,1,25,1
EXP007,NN80,NN80组件,nn80_comp_0342,test,1,13,1
EXP007,NN80,NN80组件,nn80_comp_0343,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0344,train,1,11,1
EXP007,NN80,NN80组件,nn80_comp_0345,test,1,14,1
EXP007,NN80,NN80组件,nn80_comp_0346,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0347,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0348,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0349,test,1,18,0
EXP007,NN80,NN80组件,nn80_comp_0350,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0351,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0352,train,1,29,3
EXP007,NN80,NN80组件,nn80_comp_0353,test,1,17,0
EXP007,NN80,NN80组件,nn80_comp_0354,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0355,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0356,train,1,33,4
EXP007,NN80,NN80组件,nn80_comp_0357,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0358,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0359,train,1,31,2
EXP007,NN80,NN80组件,nn80_comp_0360,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0361,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0362,train,1,35,1
EXP007,NN80,NN80组件,nn80_comp_0363,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0364,train,1,33,2
EXP007,NN80,NN80组件,nn80_comp_0365,train,1,36,4
EXP007,NN80,NN80组件,nn80_comp_0366,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0367,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0368,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0369,test,1,14,1
EXP007,NN80,NN80组件,nn80_comp_0370,train,1,36,4
EXP007,NN80,NN80组件,nn80_comp_0371,train,1,36,4
EXP007,NN80,NN80组件,nn80_comp_0372,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0373,train,1,28,1
EXP007,NN80,NN80组件,nn80_comp_0374,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0375,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0376,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0377,train,1,36,3
EXP007,NN80,NN80组件,nn80_comp_0378,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0379,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0380,train,1,36,4
EXP007,NN80,NN80组件,nn80_comp_0381,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0382,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0383,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0384,train,1,41,4
EXP007,NN80,NN80组件,nn80_comp_0385,train,1,29,3
EXP007,NN80,NN80组件,nn80_comp_0386,train,1,27,2
EXP007,NN80,NN80组件,nn80_comp_0387,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0388,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0389,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0390,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0391,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0392,train,1,36,3
EXP007,NN80,NN80组件,nn80_comp_0393,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0394,train,1,46,4
EXP007,NN80,NN80组件,nn80_comp_0395,train,1,47,5
EXP007,NN80,NN80组件,nn80_comp_0396,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0397,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0398,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0399,train,1,33,2
EXP007,NN80,NN80组件,nn80_comp_0400,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0401,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0402,train,1,30,2
EXP007,NN80,NN80组件,nn80_comp_0403,train,1,32,3
EXP007,NN80,NN80组件,nn80_comp_0404,train,1,30,3
EXP007,NN80,NN80组件,nn80_comp_0405,test,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0406,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0407,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0408,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0409,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0410,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0411,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0412,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0413,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0414,train,1,29,3
EXP007,NN80,NN80组件,nn80_comp_0415,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0416,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0417,test,1,15,1
EXP007,NN80,NN80组件,nn80_comp_0418,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0419,test,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0420,test,1,7,0
EXP007,NN80,NN80组件,nn80_comp_0421,val,1,20,0
EXP007,NN80,NN80组件,nn80_comp_0422,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0423,train,1,37,3
EXP007,NN80,NN80组件,nn80_comp_0424,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0425,test,1,15,1
EXP007,NN80,NN80组件,nn80_comp_0426,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0427,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0428,train,1,27,2
EXP007,NN80,NN80组件,nn80_comp_0429,train,1,30,2
EXP007,NN80,NN80组件,nn80_comp_0430,train,1,44,5
EXP007,NN80,NN80组件,nn80_comp_0431,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0432,test,1,15,1
EXP007,NN80,NN80组件,nn80_comp_0433,train,1,26,1
EXP007,NN80,NN80组件,nn80_comp_0434,train,1,35,4
EXP007,NN80,NN80组件,nn80_comp_0435,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0436,train,1,12,1
EXP007,NN80,NN80组件,nn80_comp_0437,test,1,14,1
EXP007,NN80,NN80组件,nn80_comp_0438,train,1,22,2
EXP007,NN80,NN80组件,nn80_comp_0439,train,1,29,4
EXP007,NN80,NN80组件,nn80_comp_0440,train,1,47,5
EXP007,NN80,NN80组件,nn80_comp_0441,train,1,25,1
EXP007,NN80,NN80组件,nn80_comp_0442,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0443,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0444,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0445,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0446,train,1,22,2
EXP007,NN80,NN80组件,nn80_comp_0447,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0448,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0449,train,1,33,3
EXP007,NN80,NN80组件,nn80_comp_0450,train,1,44,4
EXP007,NN80,NN80组件,nn80_comp_0451,train,1,31,2
EXP007,NN80,NN80组件,nn80_comp_0452,train,1,29,2
EXP007,NN80,NN80组件,nn80_comp_0453,test,1,15,0
EXP007,NN80,NN80组件,nn80_comp_0454,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0455,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0456,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0457,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0458,val,1,73,11
EXP007,NN80,NN80组件,nn80_comp_0459,test,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0460,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0461,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0462,train,1,52,6
EXP007,NN80,NN80组件,nn80_comp_0463,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0464,train,1,28,1
EXP007,NN80,NN80组件,nn80_comp_0465,test,1,13,1
EXP007,NN80,NN80组件,nn80_comp_0466,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0467,train,1,25,2
EXP007,NN80,NN80组件,nn80_comp_0468,train,1,29,3
EXP007,NN80,NN80组件,nn80_comp_0469,train,1,32,3
